sample,fastq_1,fastq_2,sample_name,species
H3MKMDSXF_1_8bp-UDP0233,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0233_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0233_2.fastq.gz,ABA20137,Varanus prasinus
H3MKMDSXF_1_8bp-UDP0234,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0234_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0234_2.fastq.gz,ABA20142,Graptemys pseudogeographica
H3MKMDSXF_1_8bp-UDP0235,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0235_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0235_2.fastq.gz,ABA20149,Mauremys leprosa
H3MKMDSXF_1_8bp-UDP0236,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0236_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0236_2.fastq.gz,ABA20150,Zamenis scalaris
H3MKMDSXF_1_8bp-UDP0237,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0237_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_1_8bp-UDP0237_2.fastq.gz,ABA20153,Coronella austriaca
H3MKMDSXF_2_8bp-UDP0233,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0233_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0233_2.fastq.gz,ABA20137,Varanus prasinus
H3MKMDSXF_2_8bp-UDP0234,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0234_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0234_2.fastq.gz,ABA20142,Graptemys pseudogeographica
H3MKMDSXF_2_8bp-UDP0235,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0235_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0235_2.fastq.gz,ABA20149,Mauremys leprosa
H3MKMDSXF_2_8bp-UDP0236,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0236_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0236_2.fastq.gz,ABA20150,Zamenis scalaris
H3MKMDSXF_2_8bp-UDP0237,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0237_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_10/20250411/FASTQ/H3MKMDSXF_2_8bp-UDP0237_2.fastq.gz,ABA20153,Coronella austriaca
