sample,fastq_1,fastq_2,sample_name,species
HHJKKDSXC_1_8bp-UDP0129,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0129_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0129_2.fastq.gz,ABA19319,Amazona aestiva
HHJKKDSXC_1_8bp-UDP0130,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0130_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0130_2.fastq.gz,ABA20008,Caloenas nicobarica
HHJKKDSXC_1_8bp-UDP0131,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0131_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0131_2.fastq.gz,ABA20009,Casuarius casuarius
HHJKKDSXC_1_8bp-UDP0132,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0132_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0132_2.fastq.gz,ABA20010,Caribicus warreni
HHJKKDSXC_1_8bp-UDP0133,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0133_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0133_2.fastq.gz,ABA20104,Eudocimus ruber
HHJKKDSXC_1_8bp-UDP0134,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0134_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0134_2.fastq.gz,ABA20110,Pavo cristatus
HHJKKDSXC_1_8bp-UDP0135,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0135_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0135_2.fastq.gz,ABA20111,Pelecanus crispus
HHJKKDSXC_1_8bp-UDP0136,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0136_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0136_2.fastq.gz,ABA20112,Penelopides panini
HHJKKDSXC_1_8bp-UDP0137,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0137_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0137_2.fastq.gz,ABA20113,Platalea leucorodia
HHJKKDSXC_1_8bp-UDP0138,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0138_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_03/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0138_2.fastq.gz,ABA20115,Porphyrio porphyrio
