sample,fastq_1,fastq_2,sample_name,species
HHJKKDSXC_1_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJKKDSXC_1_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_1_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJKKDSXC_2_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_2_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_2_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJKKDSXC_2_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_2_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_2_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJKKDSXC_3_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_3_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_3_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJKKDSXC_3_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_3_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_3_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJKKDSXC_4_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_4_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_4_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJKKDSXC_4_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_4_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJKKDSXC_4_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJY3DSXC_1_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_1_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_1_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJY3DSXC_1_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_1_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_1_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJY3DSXC_2_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_2_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_2_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJY3DSXC_2_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_2_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_2_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJY3DSXC_3_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_3_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_3_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJY3DSXC_3_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_3_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_3_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
HHJY3DSXC_4_8bp-UDP0158,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_4_8bp-UDP0158_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_4_8bp-UDP0158_2.fastq.gz,ABA20123,Aepyceros melampus
HHJY3DSXC_4_8bp-UDP0159,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_4_8bp-UDP0159_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_06/20241209/FASTQ/HHJY3DSXC_4_8bp-UDP0159_2.fastq.gz,ABA20130,Bison bonasus
