sample,fastq_1,fastq_2,sample_name,species
H7VYYDSXF_1_8bp-UDP0121,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0121_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0121_2.fastq.gz,BB5680,Camelus bactrianus
H7VYYDSXF_1_8bp-UDP0122,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0122_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0122_2.fastq.gz,BB5681,Ailurus fulgens
H7VYYDSXF_1_8bp-UDP0123,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0123_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0123_2.fastq.gz,BB5682,Panthera pardus
H7VYYDSXF_1_8bp-UDP0124,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0124_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0124_2.fastq.gz,BB5683,Oryx dammah
H7VYYDSXF_1_8bp-UDP0125,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0125_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0125_2.fastq.gz,BB5684,Crocodylus rhombifer
H7VYYDSXF_1_8bp-UDP0127,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0127_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0127_2.fastq.gz,BB5686,Ovis aries
H7VYYDSXF_1_8bp-UDP0128,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0128_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0128_2.fastq.gz,BB5687,Muntiacus reevesi
H7VYYDSXF_1_8bp-UDP0129,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0129_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0129_2.fastq.gz,BB5688,Notamacropus rufogriseus
H7VYYDSXF_1_8bp-UDP0130,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0130_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0130_2.fastq.gz,BB5689,Canis lupus
H7VYYDSXF_1_8bp-UDP0131,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0131_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_16/20250604/FASTQ/H7VYYDSXF_1_8bp-UDP0131_2.fastq.gz,BB5690,Ramphastos toco
