sample,fastq_1,fastq_2,sample_name,species
22MW2CLT4_8_8bp-UDP0337,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0337_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0337_2.fastq.gz,ABA23284,Mandrillus sphinx
22MW2CLT4_8_8bp-UDP0338,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0338_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0338_2.fastq.gz,ABA23285,Otaria byronia
22MW2CLT4_8_8bp-UDP0339,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0339_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0339_2.fastq.gz,ABA23288,Pan troglodytes
22MW2CLT4_8_8bp-UDP0340,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0340_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0340_2.fastq.gz,ABA23293,Connochaetes gnou
22MW2CLT4_8_8bp-UDP0341,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0341_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0341_2.fastq.gz,ABA23919,Macaca sylvanus
22MW2CLT4_8_8bp-UDP0342,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0342_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0342_2.fastq.gz,ABA23950,Equus quagga
22MW2CLT4_8_8bp-UDP0343,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0343_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0343_2.fastq.gz,ABA23957,Xenopus longipes
22MW2CLT4_8_8bp-UDP0344,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0344_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0344_2.fastq.gz,ABA23959,Xenopus borealis
22MW2CLT4_8_8bp-UDP0345,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0345_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0345_2.fastq.gz,ABA23962,Tapirus terrestris
22MW2CLT4_8_8bp-UDP0346,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0346_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0346_2.fastq.gz,ABA23963,Equus quagga
22MW2CLT4_8_8bp-UDP0347,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0347_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0347_2.fastq.gz,ABA23975,Delphinapterus leucas
22MW2CLT4_8_8bp-UDP0348,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0348_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0348_2.fastq.gz,ABA23976,Pongo pygmaeus
22MW2CLT4_8_8bp-UDP0349,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0349_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0349_2.fastq.gz,ABA23977,Elaphurus davidianus
22MW2CLT4_8_8bp-UDP0350,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0350_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0350_2.fastq.gz,ABA23980,Oryx dammah
22MW2CLT4_8_8bp-UDP0351,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0351_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22MW2CLT4_8_8bp-UDP0351_2.fastq.gz,ABA23981,Cebuella pygmaea
22NLHHLT4_2_8bp-UDP0337,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0337_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0337_2.fastq.gz,ABA23284,Mandrillus sphinx
22NLHHLT4_2_8bp-UDP0338,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0338_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0338_2.fastq.gz,ABA23285,Otaria byronia
22NLHHLT4_2_8bp-UDP0339,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0339_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0339_2.fastq.gz,ABA23288,Pan troglodytes
22NLHHLT4_2_8bp-UDP0340,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0340_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0340_2.fastq.gz,ABA23293,Connochaetes gnou
22NLHHLT4_2_8bp-UDP0341,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0341_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0341_2.fastq.gz,ABA23919,Macaca sylvanus
22NLHHLT4_2_8bp-UDP0342,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0342_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0342_2.fastq.gz,ABA23950,Equus quagga
22NLHHLT4_2_8bp-UDP0343,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0343_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0343_2.fastq.gz,ABA23957,Xenopus longipes
22NLHHLT4_2_8bp-UDP0344,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0344_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_20/20250702/FASTQ/22NLHHLT4_2_8bp-UDP0344_2.fastq.gz,ABA23959,Xenopus borealis
