sample,fastq_1,fastq_2,sample_name,species
H7VWWDSXF_1_8bp-UDP0307,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0307_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0307_2.fastq.gz,ABA23918,Ramphastos toco
H7VWWDSXF_1_8bp-UDP0308,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0308_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0308_2.fastq.gz,ABA23926,Bubo scandiacus
H7VWWDSXF_1_8bp-UDP0309,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0309_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0309_2.fastq.gz,ABA23927,Strix aluco
H7VWWDSXF_1_8bp-UDP0310,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0310_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0310_2.fastq.gz,ABA23931,Python regius
H7VWWDSXF_1_8bp-UDP0311,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0311_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0311_2.fastq.gz,ABA23943,Halcyon malimbica
H7VWWDSXF_1_8bp-UDP0312,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0312_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0312_2.fastq.gz,ABA23947,Amazona brasiliensis
H7VWWDSXF_1_8bp-UDP0313,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0313_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0313_2.fastq.gz,ABA23984,Dracaena guianensis
H7VWWDSXF_1_8bp-UDP0314,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0314_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0314_2.fastq.gz,ABA24011,Spheniscus demersus
H7VWWDSXF_1_8bp-UDP0276,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0276_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0276_2.fastq.gz,ABA23990,Tyto alba
H7VWWDSXF_1_8bp-UDP0277,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0277_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0277_2.fastq.gz,ABA23996,Ciconia ciconia
H7VWWDSXF_1_8bp-UDP0278,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0278_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_1_8bp-UDP0278_2.fastq.gz,ABA23997,Eclectus roratus
H7VWWDSXF_2_8bp-UDP0307,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0307_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0307_2.fastq.gz,ABA23918,Ramphastos toco
H7VWWDSXF_2_8bp-UDP0308,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0308_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0308_2.fastq.gz,ABA23926,Bubo scandiacus
H7VWWDSXF_2_8bp-UDP0309,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0309_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0309_2.fastq.gz,ABA23927,Strix aluco
H7VWWDSXF_2_8bp-UDP0310,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0310_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0310_2.fastq.gz,ABA23931,Python regius
H7VWWDSXF_2_8bp-UDP0311,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0311_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0311_2.fastq.gz,ABA23943,Halcyon malimbica
H7VWWDSXF_2_8bp-UDP0312,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0312_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0312_2.fastq.gz,ABA23947,Amazona brasiliensis
H7VWWDSXF_2_8bp-UDP0313,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0313_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0313_2.fastq.gz,ABA23984,Dracaena guianensis
H7VWWDSXF_2_8bp-UDP0314,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0314_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0314_2.fastq.gz,ABA24011,Spheniscus demersus
H7VWWDSXF_2_8bp-UDP0276,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0276_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0276_2.fastq.gz,ABA23990,Tyto alba
H7VWWDSXF_2_8bp-UDP0277,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0277_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0277_2.fastq.gz,ABA23996,Ciconia ciconia
H7VWWDSXF_2_8bp-UDP0278,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0278_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_2_8bp-UDP0278_2.fastq.gz,ABA23997,Eclectus roratus
H7VWWDSXF_3_8bp-UDP0307,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0307_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0307_2.fastq.gz,ABA23918,Ramphastos toco
H7VWWDSXF_3_8bp-UDP0308,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0308_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0308_2.fastq.gz,ABA23926,Bubo scandiacus
H7VWWDSXF_3_8bp-UDP0309,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0309_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0309_2.fastq.gz,ABA23927,Strix aluco
H7VWWDSXF_3_8bp-UDP0310,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0310_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0310_2.fastq.gz,ABA23931,Python regius
H7VWWDSXF_3_8bp-UDP0311,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0311_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0311_2.fastq.gz,ABA23943,Halcyon malimbica
H7VWWDSXF_3_8bp-UDP0312,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0312_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0312_2.fastq.gz,ABA23947,Amazona brasiliensis
H7VWWDSXF_3_8bp-UDP0313,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0313_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0313_2.fastq.gz,ABA23984,Dracaena guianensis
H7VWWDSXF_3_8bp-UDP0314,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0314_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0314_2.fastq.gz,ABA24011,Spheniscus demersus
H7VWWDSXF_3_8bp-UDP0276,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0276_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0276_2.fastq.gz,ABA23990,Tyto alba
H7VWWDSXF_3_8bp-UDP0277,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0277_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0277_2.fastq.gz,ABA23996,Ciconia ciconia
H7VWWDSXF_3_8bp-UDP0278,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0278_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_3_8bp-UDP0278_2.fastq.gz,ABA23997,Eclectus roratus
H7VWWDSXF_4_8bp-UDP0307,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0307_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0307_2.fastq.gz,ABA23918,Ramphastos toco
H7VWWDSXF_4_8bp-UDP0308,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0308_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0308_2.fastq.gz,ABA23926,Bubo scandiacus
H7VWWDSXF_4_8bp-UDP0309,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0309_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0309_2.fastq.gz,ABA23927,Strix aluco
H7VWWDSXF_4_8bp-UDP0310,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0310_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0310_2.fastq.gz,ABA23931,Python regius
H7VWWDSXF_4_8bp-UDP0311,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0311_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0311_2.fastq.gz,ABA23943,Halcyon malimbica
H7VWWDSXF_4_8bp-UDP0312,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0312_1.fastq.gz,/scratch_isilon/groups/compgen/data_transfer/CGLZOO_18/20250604/FASTQ/H7VWWDSXF_4_8bp-UDP0312_2.fastq.gz,ABA23947,Amazona brasiliensis
